customer_id,age,region,segment,salary,account_type,credit_history_depth,loan_amount,interest_income,fees_income,operational_cost,default_status,transaction_volume,digital_channel_usage,monthly_profit,risk_score
477,30,South,Retail,1799429.17,Savings,12,31513.04,37451.36,19639.61,23272.18,0,173,0.82,46329.23,0.6
478,67,Central,SME,273909.14,Savings,17,121605.26,71003.35,20678.7,26291.09,0,184,0.29,5763.42,0.24
479,59,Central,SME,538212.32,Current,10,633085.13,51301.26,22852.75,1090.1,0,264,0.34,37051.0,0.49
480,47,Central,Retail,2199801.61,Savings,2,899023.98,33091.57,22010.25,16990.85,0,490,0.94,-3707.37,0.07
481,36,South,Retail,1859871.72,Business,6,623743.73,23425.03,24993.56,6663.39,0,9,0.16,15652.35,0.03
482,34,North,Retail,83676.61,Savings,8,134024.89,30007.95,6177.19,10424.23,0,301,0.04,1091.17,0.47
483,36,South,Retail,658521.84,Savings,19,115760.05,40715.34,19106.36,23613.18,1,364,0.45,14386.15,0.4
484,45,South,SME,575295.88,Current,11,844185.9,25523.51,14702.84,6003.4,0,121,0.8,4544.53,0.14
485,43,North,SME,713475.5,Savings,12,139302.34,77517.43,6605.0,19258.75,0,361,0.77,15531.77,0.69
486,54,North,Retail,656521.44,Current,9,520231.96,74646.21,24549.44,19740.62,0,443,0.92,17963.75,0.99
487,43,North,Corporate,203189.42,Current,2,37113.32,69653.72,22457.66,28636.59,0,335,0.53,11532.51,0.4
488,40,North,Retail,1174404.27,Business,8,80669.77,33746.39,3300.04,23322.28,0,529,0.1,31114.21,0.62
489,26,Central,Corporate,1845197.01,Current,11,672348.27,55304.14,751.34,24167.96,0,192,0.59,45536.86,0.96
490,29,Central,SME,1536492.73,Current,4,689181.41,72226.34,17239.44,16088.54,0,285,0.78,17032.75,0.83
491,18,South,Retail,1698535.59,Current,10,341469.41,68034.36,15142.85,5847.39,0,515,0.09,5578.87,0.46
492,18,South,Retail,248815.49,Business,16,215609.77,33146.16,23401.81,12939.23,0,470,0.17,9889.75,0.74
493,64,South,SME,2381152.24,Savings,8,813710.27,8990.88,5926.73,16619.84,0,119,0.01,41970.05,0.13
494,51,South,Retail,2104304.99,Savings,4,217103.23,6050.43,2201.26,20449.05,0,240,0.59,26440.18,0.51
495,49,Central,Retail,2022471.28,Savings,10,542027.07,46165.12,6554.46,18348.96,0,342,0.89,20025.61,0.28
496,65,South,Retail,2066310.32,Savings,12,968208.84,51410.23,571.3,12001.14,1,526,0.67,3230.02,0.16
497,42,South,Retail,2335140.74,Current,14,147852.44,67987.41,993.73,8179.8,0,203,0.98,19735.0,0.43
498,57,South,Retail,1383422.22,Current,16,940876.27,23401.2,22879.96,5296.46,0,54,0.06,10317.06,0.13
499,62,Central,SME,540690.94,Current,18,182893.05,13397.64,8865.21,20907.21,0,146,0.9,46873.97,0.7
500,18,South,SME,1561119.84,Savings,12,567443.21,30320.47,10329.14,19468.34,0,532,0.81,43623.86,0.46
501,33,North,Retail,1870059.66,Current,18,377007.71,28286.01,557.45,20714.96,0,518,0.31,-385.36,0.53
502,56,South,SME,1857897.61,Savings,7,964928.6,10597.52,6835.99,11364.07,0,34,0.97,23415.94,0.15
503,22,South,Retail,1327550.11,Current,7,273542.03,53782.61,20137.68,8093.51,0,86,0.29,7378.21,0.14
504,39,Central,SME,217723.86,Current,9,399658.0,40695.36,15425.72,22863.72,0,35,0.89,17592.74,0.58
505,46,North,SME,959226.7,Savings,1,982860.12,57689.82,18869.14,23277.33,0,337,0.88,43226.64,0.99
506,20,South,Retail,2305878.19,Savings,6,536470.39,28215.29,11235.62,13831.81,0,181,0.76,24013.3,0.1
507,29,Central,SME,1481899.83,Savings,6,502630.12,26056.18,7812.26,18473.55,1,374,0.56,13381.84,0.29
508,43,Central,Retail,1368913.26,Business,12,257778.49,37806.07,12121.97,11393.53,0,551,0.12,6433.86,0.87
509,33,South,Retail,708691.11,Business,12,701363.56,70192.59,8144.47,21147.83,0,539,0.53,39017.87,0.07
510,68,North,SME,952699.85,Current,10,14372.95,3222.5,20990.38,25120.93,0,110,0.36,29348.49,0.88
511,54,Central,Retail,2243597.92,Savings,6,49512.63,64386.63,7512.08,20740.53,0,101,0.79,20743.6,0.52
512,39,Central,Retail,1682834.47,Savings,17,599358.59,29519.01,16528.11,15523.7,0,234,0.76,6961.64,0.41
513,46,North,Retail,1979098.22,Current,19,341674.57,68369.52,3510.86,13922.14,0,231,0.91,13383.55,0.31
514,31,North,SME,1163146.29,Current,18,953316.37,64176.24,17202.98,19376.89,0,375,0.01,47791.39,0.3
515,45,Central,Retail,1594105.69,Savings,6,903190.69,27900.9,22841.16,20490.38,1,104,0.81,23604.95,0.31
516,22,North,Retail,658539.84,Savings,19,713706.26,55510.12,15253.72,16894.26,0,449,0.94,17038.46,0.88
517,64,Central,SME,1778379.03,Current,10,818145.58,12770.62,14040.4,18860.79,1,472,0.79,23678.21,0.72
518,66,Central,SME,1097623.27,Savings,8,667331.85,71702.52,24031.84,3168.68,0,59,0.13,37844.37,0.67
519,47,Central,Retail,1134236.51,Savings,6,125582.1,32359.29,15722.17,28567.44,0,199,0.08,13705.99,0.8
520,63,Central,Retail,1640839.7,Savings,7,765543.37,36450.05,6562.81,23785.96,0,524,0.02,4828.84,0.26
521,69,South,Retail,2343887.52,Current,1,210191.97,56460.72,7380.54,11405.66,0,428,0.63,27171.49,0.62
522,22,North,Retail,206815.55,Business,18,323442.86,65667.22,17662.14,17015.53,0,319,0.63,31586.23,0.46
523,29,North,Retail,2070620.93,Business,12,819234.21,18907.42,18412.37,1705.54,0,132,0.99,34199.49,0.78
524,33,South,SME,766338.62,Current,16,536525.61,52908.01,7657.06,1524.47,0,36,0.4,43509.32,0.31
525,43,North,SME,1137602.66,Current,10,859940.71,31359.84,8699.07,7748.71,0,97,0.33,15414.58,0.64
526,43,South,Retail,103687.66,Savings,10,213035.32,29496.23,24777.31,20784.14,1,523,0.62,-855.48,0.88
527,65,South,Retail,787562.89,Current,14,607778.44,55202.07,2638.62,25608.79,0,262,0.83,47709.17,0.4
528,38,Central,SME,1281446.54,Savings,10,83790.97,30974.66,10175.66,16907.82,1,224,0.94,18925.66,0.07
529,56,South,Retail,187631.39,Current,10,643060.99,27688.68,1654.94,16104.34,0,110,0.8,29279.16,0.52
530,53,North,Corporate,1253184.54,Savings,11,762534.04,66871.07,20544.85,12248.59,1,552,0.43,31646.79,0.35
531,50,North,Retail,2321421.04,Savings,2,584930.89,8102.09,2399.41,5099.46,0,420,0.63,25058.25,0.67
532,47,Central,Retail,308213.38,Savings,8,266231.5,54071.41,16882.78,3815.12,0,561,0.86,6289.16,0.95
533,54,South,SME,1922879.78,Savings,7,31342.67,19898.03,1506.44,22892.19,0,313,0.49,36532.87,0.49
534,40,South,Retail,1053694.08,Savings,8,119448.88,1239.86,16854.09,27846.86,0,370,0.22,39206.36,0.47
535,27,Central,SME,1655175.6,Savings,1,622302.98,13341.14,21091.62,13911.01,0,525,0.17,25413.66,0.65
536,22,North,Retail,687579.67,Business,2,934420.22,48532.92,10030.66,19885.54,0,463,0.0,21870.86,0.1
537,53,Central,Retail,440756.04,Savings,18,206534.4,56730.18,13100.95,27459.39,0,374,0.72,1266.6,0.25
538,51,South,SME,443133.4,Current,15,735026.15,1684.62,10098.39,2976.37,0,335,0.11,-382.66,0.92
539,69,Central,Retail,222705.27,Business,1,866451.06,2914.04,7582.17,23183.3,0,15,0.24,13676.07,0.67
540,48,Central,SME,504834.43,Business,5,520882.18,72203.37,20101.26,18619.46,0,511,0.3,12096.54,0.01
541,27,Central,Retail,1677337.49,Current,2,669265.8,5864.47,6872.86,18079.52,0,423,0.56,47451.1,0.2
542,36,South,Retail,2210142.0,Business,3,815015.32,71534.57,18101.29,8988.45,1,126,0.4,38099.25,0.68
543,49,Central,SME,2044607.93,Savings,19,260675.16,18253.27,5234.31,20611.63,0,239,0.67,31295.84,0.76
544,18,Central,Retail,1728579.06,Savings,18,296895.67,59201.42,6321.36,23905.49,0,335,0.06,23470.64,0.84
545,22,North,Retail,320558.07,Savings,18,627.52,24778.66,8477.88,3651.89,1,547,0.12,4205.21,0.29
546,62,South,Retail,758509.24,Current,14,963094.13,68700.16,14769.99,16145.59,0,352,0.5,48815.12,0.93
547,21,Central,Retail,809026.84,Current,8,917544.89,56036.39,11415.12,3307.58,0,416,0.34,15627.24,0.55
548,33,North,Retail,662394.52,Savings,12,764568.26,32145.08,18654.11,26215.45,0,228,0.3,880.91,0.7
549,41,South,SME,1311763.87,Savings,10,79076.02,6104.2,5417.83,15376.81,0,157,0.07,22158.94,0.6
550,33,North,Corporate,1362106.85,Current,17,447502.89,58616.01,365.74,24296.58,0,216,0.9,43069.89,0.12
551,19,Central,SME,924370.64,Savings,11,101891.75,49350.78,19436.28,11232.14,0,96,0.69,43801.01,0.96
552,66,South,SME,916783.44,Current,2,15920.27,232.94,20559.07,4014.82,0,335,0.12,-4396.87,0.12
553,45,South,SME,2079961.21,Current,4,616182.97,753.59,1581.06,1532.53,0,471,0.07,43746.27,0.25
554,49,Central,SME,1983767.48,Current,1,960829.42,64703.44,15311.6,8660.84,0,558,0.97,9931.63,0.81
555,44,South,Retail,804099.79,Current,15,902868.02,20751.98,9517.35,7553.74,1,232,0.68,-2856.52,0.62
556,37,Central,Corporate,2288781.69,Business,13,696754.81,50890.69,19868.0,16942.45,0,198,0.42,41628.46,0.84
557,41,South,SME,2384396.79,Savings,8,96640.58,36337.15,21872.92,945.64,1,534,0.7,42512.67,0.52
558,29,Central,Retail,850519.23,Current,4,274164.04,69074.4,21289.99,15760.95,1,247,0.76,27792.71,0.38
559,67,South,Retail,918341.12,Current,10,320056.73,73356.89,19452.39,11935.62,0,393,0.78,26593.86,0.92
560,52,North,Retail,1288803.68,Savings,19,763150.06,79744.62,6799.4,17440.53,0,280,0.48,39721.61,0.04
561,50,North,Retail,2355745.99,Savings,18,802249.18,12294.73,20316.05,21161.8,0,454,0.43,38247.03,0.86
562,50,North,SME,2196982.61,Savings,5,385106.12,69037.12,13383.61,19132.53,0,591,0.01,43955.8,0.23
563,68,Central,Retail,301291.51,Savings,19,417884.0,21281.71,1413.64,29543.94,0,578,0.93,25401.11,0.85
564,60,South,Retail,1012190.32,Current,16,44509.04,47265.27,11477.78,4406.48,1,482,0.6,48220.59,0.14
565,54,Central,Corporate,1405759.41,Business,1,289136.72,40461.83,23559.73,13063.19,0,484,0.2,49788.08,0.58
566,29,South,Retail,1282674.56,Savings,12,451285.18,1439.05,22207.7,12917.47,0,292,0.92,1409.95,0.89
567,20,South,Retail,524964.52,Savings,2,116983.05,74621.7,2646.38,12686.48,0,544,0.91,41724.91,0.47
568,18,South,Retail,2154101.09,Business,8,453267.46,6266.16,18628.75,20014.81,0,334,0.99,22490.22,0.75
569,50,South,SME,1708504.92,Savings,18,853175.81,55057.51,20164.24,14847.89,0,474,0.87,16316.15,0.8
570,57,Central,Corporate,2102875.52,Savings,16,581321.02,62800.55,6857.57,15667.75,0,538,1.0,28718.98,0.74
571,27,Central,Retail,2153972.48,Current,5,78929.86,63623.03,11843.05,13140.97,0,471,0.24,-1921.89,0.93
572,60,South,SME,1883471.84,Current,13,191671.32,10839.56,17803.6,29753.47,0,424,0.84,22855.36,0.45
573,61,South,Retail,1126065.97,Savings,19,474544.35,35805.6,11032.13,27848.57,1,126,0.82,42898.98,0.17
574,46,North,Corporate,1545839.55,Savings,3,361487.15,66354.31,2908.64,9439.41,1,312,0.23,6740.38,0.05
575,30,South,SME,442895.24,Savings,8,358727.02,24214.34,17676.47,3614.34,0,338,0.1,18451.44,0.25
576,29,South,SME,1700431.27,Current,12,529267.45,37419.89,22799.8,25241.01,0,424,0.98,46671.45,0.14
577,48,South,Retail,489170.48,Current,2,584395.92,21823.51,16346.87,29915.96,0,330,0.3,18571.01,0.56
578,63,Central,Corporate,1750176.5,Savings,11,796861.57,37084.11,19367.64,8990.48,0,577,0.87,14710.22,0.18
579,19,Central,SME,612515.49,Current,12,340966.56,71027.03,9023.23,10926.21,0,254,0.0,19229.52,0.04
580,68,South,Retail,338000.69,Business,18,805466.28,36409.94,4661.64,28266.51,0,99,0.02,23569.9,0.04
581,67,South,SME,454947.0,Savings,13,338611.23,44472.96,16105.06,21420.55,0,300,0.47,29759.52,0.83
582,52,Central,Retail,54880.73,Savings,5,55432.99,32318.1,8261.5,9080.46,1,188,0.24,39038.1,0.59
583,40,Central,SME,1810912.06,Current,12,554187.65,36809.37,21515.83,17557.08,0,264,0.69,19865.62,0.36
584,34,South,Retail,1844382.57,Savings,2,587902.32,1213.94,3153.44,28343.62,0,190,0.57,39961.45,0.89
585,43,North,SME,1311586.71,Savings,5,934540.25,22699.64,10893.25,24410.85,0,413,0.08,24354.64,0.07
586,25,South,Retail,445338.86,Current,7,726061.33,34926.54,9978.52,22332.43,0,73,0.16,13616.43,0.98
587,46,South,Retail,254708.13,Business,12,917772.65,50703.76,23457.54,22188.79,0,12,0.39,31187.3,0.62
588,43,North,Retail,96865.97,Business,16,908347.21,36004.15,3913.06,5587.2,0,269,0.19,34474.72,0.18
589,27,South,Retail,456083.03,Current,8,604574.11,27025.36,345.19,24793.03,0,488,0.79,25692.69,0.68
590,43,Central,Retail,2232596.06,Current,9,527762.07,31047.9,6028.32,8500.72,0,375,0.42,-1886.18,0.76
591,51,South,Retail,641765.26,Savings,15,557440.97,19383.47,20524.89,27931.89,0,87,0.09,4343.56,0.43
592,68,South,Retail,917964.75,Current,5,978330.81,73959.54,5312.11,11129.81,1,215,0.48,10691.37,0.86
593,58,North,Retail,308096.44,Savings,13,773167.69,41739.46,6097.86,25772.51,0,317,0.09,10544.41,0.15
594,24,South,Retail,594785.2,Savings,5,106265.9,1072.76,3334.48,8207.13,1,341,0.13,32038.14,0.28
595,21,North,SME,1322100.2,Current,11,778428.41,1555.7,17914.36,15581.45,0,494,0.24,-3990.82,0.09
596,67,South,Retail,1538994.07,Current,10,170538.05,77836.93,1822.44,3474.49,0,407,0.86,36562.5,0.21
597,62,South,Corporate,651113.17,Savings,13,447350.55,17716.07,8347.09,19905.53,0,195,0.92,9593.84,0.24
598,28,South,SME,191443.79,Business,9,210459.67,64448.66,7134.22,25131.55,0,339,0.83,12051.2,0.92
599,46,Central,SME,1008030.53,Savings,14,689583.07,4662.02,13923.48,21637.88,0,526,0.33,24035.04,0.08
600,53,South,Retail,623798.26,Savings,18,877309.74,73693.02,18287.36,15840.78,0,91,0.27,6875.91,0.43
601,42,North,SME,587907.11,Savings,15,290361.89,69953.36,13368.62,1639.94,0,583,0.55,43645.92,0.53
602,38,South,Retail,2401663.87,Current,10,82010.74,45687.45,23282.55,28023.2,0,66,0.72,-304.72,0.9
603,53,North,Retail,1559936.19,Current,7,298493.1,719.89,23790.92,21253.04,1,391,0.99,19441.03,1.0
604,27,South,Retail,1414352.19,Savings,8,672361.86,20624.87,9100.49,22452.17,0,150,0.13,41718.22,0.75
605,54,North,SME,1068649.0,Current,3,328760.13,32545.81,19464.24,23902.01,0,157,0.05,28871.41,0.97
606,26,Central,Retail,1100913.62,Savings,15,278112.17,36805.13,18496.15,22507.98,0,353,0.69,11078.12,0.79
607,41,Central,Retail,1375217.26,Current,16,184435.19,23814.3,22334.82,13401.15,0,182,0.83,18141.81,0.96
608,52,North,Corporate,1756253.03,Savings,4,497516.43,2635.83,11253.8,22088.57,0,491,0.85,33868.19,0.71
609,66,Central,SME,1770257.94,Savings,6,275948.83,47210.19,13308.78,18863.3,0,251,0.68,48529.34,0.08
610,52,Central,Retail,470650.07,Business,1,731010.35,41932.37,10452.78,25664.29,0,258,0.95,44122.63,0.4
611,65,South,Retail,1275276.24,Savings,4,76622.4,22640.05,21274.39,24133.06,0,504,0.51,13833.8,0.65
612,53,South,SME,1059297.33,Savings,11,664033.03,3038.08,5819.59,1528.82,0,545,0.91,49900.88,0.35
613,35,North,Retail,2182791.07,Current,12,237560.01,79567.53,6068.76,11552.95,0,356,0.97,-4807.24,0.27
614,66,Central,Retail,1596976.36,Business,5,489279.26,38558.89,9377.87,1331.07,0,516,0.85,-3480.36,0.58
615,56,Central,Retail,1354634.96,Savings,16,286089.92,60480.34,5835.54,3331.63,0,17,0.31,40311.23,0.93
616,49,South,Corporate,332716.87,Savings,13,722768.68,36185.12,14069.07,18161.9,0,563,0.2,5970.45,0.03
617,41,South,SME,1533812.83,Savings,13,945307.04,3453.62,3448.8,26252.51,1,155,0.55,-1657.69,0.77
618,40,South,SME,337149.57,Current,17,917076.78,24768.06,8072.64,3858.8,1,54,0.45,8043.14,0.72
619,49,Central,SME,876156.11,Savings,7,583426.22,25608.81,22844.77,13697.35,0,219,0.88,18435.51,0.96
620,54,South,Retail,399962.81,Current,8,462610.3,67068.23,10289.71,27353.1,0,376,0.1,35181.14,0.93
621,29,South,Retail,1745580.44,Business,13,818300.51,52338.4,18731.02,24484.74,0,117,0.26,29338.45,0.76
622,66,South,Retail,555317.68,Savings,16,683326.36,22034.39,2925.21,15734.14,0,256,0.75,8069.17,0.52
623,30,South,Retail,1010055.46,Savings,4,183564.11,77419.2,6264.36,23215.67,0,345,0.09,22679.87,0.2
624,40,Central,Retail,2244403.21,Savings,8,820919.21,25723.35,20202.91,15824.01,0,57,0.32,45941.78,0.55
625,42,South,SME,550575.14,Savings,16,428884.39,79858.72,19098.52,4995.34,0,134,0.39,39825.43,0.77
626,52,Central,Retail,1294122.41,Business,10,188985.66,79693.1,9715.28,4004.66,0,197,0.62,12775.44,0.9
627,58,South,SME,1077215.57,Savings,12,281797.35,15296.84,23864.48,5894.54,0,595,0.16,49024.55,0.79
628,47,South,Retail,94403.9,Savings,12,267527.03,25019.29,22775.01,10722.39,0,61,0.86,33974.12,0.2
629,34,South,Retail,1992257.38,Current,5,519206.97,38883.54,24061.29,27936.72,0,101,0.45,-1565.29,0.6
630,66,South,Retail,219162.47,Savings,16,234370.09,53128.05,10755.08,24050.45,0,202,0.92,-3066.16,0.33
631,37,South,Retail,1211924.8,Current,1,123566.49,42243.8,5017.09,13154.21,0,151,0.47,4262.44,0.01
632,65,South,SME,1423661.82,Savings,9,123690.85,77555.32,15703.8,14944.38,0,579,0.28,35032.07,0.2
633,42,Central,Retail,1589644.82,Business,12,583276.2,57919.13,17150.85,8188.6,0,581,0.14,5105.64,0.11
634,39,South,Retail,1737147.49,Business,5,734759.29,16963.59,3223.5,21219.28,0,299,0.0,23131.77,0.84
635,30,Central,Retail,670517.34,Current,3,321533.01,8407.8,19683.43,24142.14,0,16,0.53,129.31,0.26
636,36,North,Retail,74448.0,Business,5,34650.71,55072.1,549.7,7395.47,0,337,0.11,45648.74,0.28
637,66,Central,Retail,1822436.97,Savings,2,127224.89,12676.2,12119.94,1542.1,0,224,0.39,13917.83,0.96
638,53,South,SME,1362358.67,Savings,14,914694.56,63014.15,8342.3,18829.5,0,402,0.59,44947.26,0.38
639,29,South,Corporate,2098488.37,Current,2,493543.66,24882.93,18533.55,17006.61,0,346,0.28,46968.16,0.01
640,58,South,Retail,2062401.49,Current,13,453572.81,26151.46,7887.74,12243.3,0,516,0.18,-4662.92,0.28
641,36,South,SME,2116149.11,Savings,7,38049.18,863.87,20687.5,19423.65,1,176,0.77,20527.44,0.12
642,29,North,Retail,1238481.92,Savings,10,728637.02,56080.9,14914.34,16653.21,1,472,0.95,-3643.92,0.1
643,26,South,Retail,867389.57,Savings,13,528068.08,9061.58,19867.94,7742.27,0,170,0.1,44978.1,0.08
644,24,South,Retail,1989317.6,Savings,16,202080.94,61830.45,24734.58,12112.55,1,174,0.16,23512.41,0.59
645,45,Central,Retail,1155670.58,Savings,14,110073.76,39349.43,17011.04,13014.97,0,568,0.96,-878.08,0.19
646,31,Central,Retail,499433.38,Current,11,383387.86,62742.39,24625.26,26443.37,0,516,0.04,1065.22,0.36
647,48,Central,Retail,2144686.35,Savings,10,837161.96,46714.12,818.02,28838.85,0,193,0.98,16093.0,0.86
648,69,South,Retail,2212271.7,Savings,6,865294.56,6594.66,8519.69,26822.14,0,124,0.0,46712.88,0.42
649,36,South,Retail,1192458.9,Current,4,602846.38,61252.19,2785.55,21659.59,0,109,0.87,33110.0,0.92
650,64,Central,Retail,235464.33,Current,1,727536.43,5583.96,6631.39,17674.28,0,45,0.31,42719.04,0.5
651,33,South,Corporate,1000173.92,Business,7,115155.79,38296.14,20988.31,20771.07,0,325,0.94,15155.12,0.4
652,22,South,Retail,2018667.27,Current,9,588126.07,13787.94,904.85,28191.54,0,339,0.32,-2623.25,0.75
653,52,South,Retail,2259346.37,Savings,8,666965.7,60186.81,13052.56,7724.96,0,164,0.65,48587.47,0.07
654,29,South,Retail,548508.22,Business,5,200712.84,72927.3,14221.5,16193.08,0,268,0.08,-4055.49,0.09
655,42,South,Retail,214085.35,Current,19,880154.73,44330.09,14072.66,20781.36,0,534,0.24,47120.84,0.65
656,69,South,Retail,2199508.61,Savings,10,194996.74,42171.78,11934.9,20473.64,0,481,0.77,15277.26,0.49
657,38,Central,Retail,1004042.1,Current,11,313477.36,61117.06,19786.01,7792.69,0,356,0.53,-4445.03,0.79
658,53,Central,Retail,1377314.36,Business,15,620556.85,406.31,3425.22,17725.93,0,549,0.93,32903.65,0.92
659,40,North,Retail,2421761.24,Savings,6,638350.07,73420.69,7833.37,23938.62,0,214,0.43,48929.72,0.39
660,33,South,Retail,213083.58,Savings,15,699384.74,15795.91,15431.58,14409.85,0,500,0.87,48109.41,0.6
661,56,South,Retail,1638379.12,Savings,5,112011.71,78729.51,17304.69,23860.95,0,386,0.45,3851.54,0.5
662,62,South,Retail,231558.29,Savings,19,849464.43,58900.32,10163.3,10988.51,0,485,0.98,4968.63,0.98
663,59,Central,Retail,969898.87,Savings,19,532847.13,61940.09,21896.74,28181.18,0,9,0.96,26104.64,0.83
664,56,Central,Retail,2019345.64,Current,10,471321.79,52496.24,10445.79,16157.67,0,38,0.33,30051.77,0.91
665,31,South,SME,1112006.97,Savings,12,981097.62,37733.05,10129.13,17999.65,1,149,0.89,35667.99,0.25
666,48,North,Retail,2493096.77,Business,4,740378.3,45730.22,1001.56,1231.44,0,355,0.85,4957.77,0.77
667,22,South,Retail,1419695.25,Current,18,118006.03,3712.23,13823.42,5356.99,0,587,0.21,47745.39,0.27
668,52,Central,Retail,836847.27,Current,16,756539.17,49916.76,17746.15,19098.14,0,469,0.62,30130.66,0.21
669,40,Central,Corporate,589272.75,Business,8,95248.93,50087.85,2949.51,12770.15,1,352,0.07,41587.58,0.94
670,46,North,Retail,908775.31,Savings,4,27470.56,71296.06,7705.28,15392.46,1,129,0.84,24703.61,0.02
671,60,Central,Retail,962706.52,Savings,12,403625.9,40452.51,19553.3,2170.25,0,275,0.17,17785.23,0.97
672,28,North,Retail,218348.51,Current,2,993578.17,6171.55,9211.39,25073.82,0,361,0.07,48745.06,0.15
673,35,South,Retail,955456.79,Business,4,174883.94,24495.67,6115.9,23599.82,0,531,0.4,27016.68,0.82
674,64,North,Retail,1187384.37,Current,5,672644.34,52450.35,16837.8,5805.01,0,502,0.58,42678.05,0.28
675,29,South,Retail,1820707.49,Savings,3,173396.07,19140.71,4999.29,19139.58,0,157,0.85,47431.08,0.35
676,26,North,SME,1658987.24,Business,9,724786.97,22442.23,22401.76,24603.96,0,57,0.97,32144.5,0.22
677,27,Central,Retail,1786475.86,Savings,18,505353.67,65637.52,2729.4,19333.37,0,153,0.44,25191.63,0.59
678,61,North,SME,70491.02,Business,11,679971.71,46745.58,17693.09,9518.82,0,507,0.06,-4806.9,0.35
679,34,South,Corporate,583285.13,Business,3,202873.18,40682.19,12538.76,19786.5,0,454,0.75,-2798.92,0.66
680,55,Central,Retail,1671126.51,Savings,2,745628.33,25476.16,21761.25,6550.71,0,223,0.57,6046.82,0.02
681,24,Central,Retail,1235773.95,Current,9,995619.06,58474.24,3242.26,9752.17,0,281,0.45,5230.46,0.06
682,63,Central,Retail,63018.02,Savings,14,665650.5,23017.47,16979.58,7430.07,0,456,0.31,9011.73,0.1
683,30,South,Retail,2021011.87,Savings,4,493480.0,58965.08,14344.16,16840.68,0,432,0.5,11771.41,0.42
684,57,South,Retail,1943383.45,Current,9,923173.99,5608.12,12054.24,3514.33,0,87,0.34,14803.6,0.81
685,59,South,Corporate,1393626.95,Current,13,15851.84,69163.31,12336.04,28019.32,0,222,0.76,18129.57,0.89
686,26,South,SME,212835.15,Business,18,729923.52,39965.32,18077.23,10205.32,0,531,0.54,437.65,0.24
687,67,North,Retail,1927961.87,Current,15,888746.52,35080.64,23449.77,6803.41,0,408,0.88,-2670.09,0.57
688,44,South,Retail,1480098.29,Savings,10,61674.58,48881.87,2372.17,15047.53,0,294,0.54,32066.94,0.77
689,19,North,SME,1965801.94,Business,16,450064.17,49935.37,585.62,8526.84,0,424,0.24,24553.42,0.29
690,22,South,Corporate,1891780.13,Business,12,204719.45,10562.81,20162.05,16186.65,0,343,0.85,19427.93,0.41
691,46,South,SME,2017355.08,Savings,5,566518.17,60498.69,2793.42,10650.72,0,423,0.56,29894.2,0.52
692,54,Central,Retail,1319119.76,Business,2,649542.96,22074.26,24668.75,4222.38,0,211,0.21,40522.37,0.13
693,55,Central,Retail,393795.07,Savings,10,302623.18,72396.95,15521.77,8197.09,0,269,0.62,18523.11,0.03
694,36,South,Retail,1694335.81,Business,1,459981.67,65428.05,16306.57,13321.66,0,40,0.36,30261.57,0.15
695,25,Central,Retail,1570160.77,Savings,7,279339.49,27701.28,5052.4,1199.71,0,377,0.84,47446.47,0.63
696,65,Central,Retail,1868520.31,Savings,17,369391.16,64619.14,6083.78,23188.08,0,492,0.45,41179.35,0.07
697,62,South,Retail,466208.46,Savings,16,159539.96,28511.24,16517.82,18768.19,0,263,0.73,18430.04,0.19
698,18,North,SME,527689.24,Current,3,885559.44,8075.81,22752.2,18160.38,0,535,0.1,30459.43,0.34
699,39,North,Retail,2231503.32,Savings,14,10010.41,76951.06,24561.52,16517.68,0,27,0.4,4738.9,0.08
700,69,Central,Retail,1887445.61,Savings,10,882409.19,52208.16,5030.97,17832.3,0,108,0.98,25828.72,0.19
701,34,South,Retail,2275159.8,Current,7,571678.88,36487.96,3439.58,28059.16,0,245,0.81,48973.06,0.91
702,24,Central,Retail,1908852.54,Business,17,331657.84,31821.87,1504.39,554.51,0,257,0.16,23507.33,0.02
703,42,South,Retail,1513030.5,Savings,6,723057.13,25976.43,21720.6,1719.65,0,146,0.28,46020.11,0.65
704,62,South,Retail,1652625.21,Savings,4,507752.15,78515.81,7438.4,5987.35,0,455,0.33,17403.42,0.38
705,21,South,SME,2228363.41,Savings,17,499108.66,10779.78,145.12,5268.85,0,311,0.65,49936.47,0.67
706,53,South,Retail,1468076.55,Savings,9,110142.28,25184.4,5673.07,5681.48,0,504,0.76,26857.1,0.59
707,23,North,Retail,1599358.74,Business,4,389516.03,38839.81,8576.98,20256.73,1,12,0.75,-2675.21,0.22
708,48,Central,Retail,433367.95,Business,7,241064.35,38239.96,24775.56,13946.65,0,73,0.51,27271.51,0.85
709,36,Central,Corporate,1211106.99,Current,2,15695.91,37709.32,13136.19,29755.83,0,579,0.81,10101.5,0.49
710,61,South,SME,1805172.92,Savings,17,360099.63,14062.71,5197.38,7038.51,0,72,0.44,-3213.53,0.82
711,56,South,SME,713809.61,Current,8,89822.13,11594.6,8436.98,9531.65,0,412,0.12,40146.93,0.41
712,44,South,Retail,545522.74,Current,15,256830.04,20381.41,8324.66,29531.95,0,522,0.56,10165.13,0.98
713,27,North,Retail,818875.68,Business,15,92516.62,73162.09,591.17,25003.22,0,123,0.95,38810.17,0.77
714,43,South,Retail,641676.54,Current,8,100941.63,9044.24,3466.06,14253.04,0,35,0.79,10851.97,0.97
715,36,North,Retail,576535.96,Current,16,199011.29,60594.01,17410.39,16771.53,0,522,0.58,5687.95,0.51
